Contrato,Sector,Concurso,Anio_Proyecto,Titulo_Proyecto,Fecha_Inicio,Fecha_Fin,Empresa,Distrito,Provincia,Region,Ubigeo,Monto_Estado,Aporte_Empresa,Aporte_No_Financiero,Moneda,Fecha_Corte,ANIO_CORTE_ARCHIVO,Fecha_Corte_Std,Anio_Corte_Num,Monto_Total_Proyecto
513-PROINNOVATE-EIN-2023,BID 4,EMPRENDIMIENTOS INNOVADORES,2023,EXPONENTIA: ASISTENTE VIRTUAL PARA MANEJO DE REDES SOCIALES CON INTELIGENCIA ARTIFICIAL.,20230714.0,20240314.0,EXPONENTIA TECH S.A.C.,CAYMA,AREQUIPA,AREQUIPA,40103.0,67000.0,20820.0,14400.0,SOLES,20250505,20250505,2025-05-05,20250505,102220.0
513-PROINNOVATE-EIN-2024,BID 4,EMPRENDIMIENTOS INNOVADORES,2024,ICON HOUSE: GESTION DE PROPIEDADES PARA RENTAS A CORTO PLAZO,20240930.0,20250630.0,ICON HOUSE S.A.C.,SANTIAGO DE SURCO,LIMA,LIMA,150140.0,67000.0,15600.0,20000.0,SOLES,20260707,20260707,2026-07-07,20260707,102600.0
513-PROINNOVATE-EIN-2025,BID 4,EMPRENDIMIENTOS INNOVADORES,2025,BENEDRIVER: PLATAFORMA QUE TRANSFORMA LA VIDA DE LOS CONDUCTORES,20250926.0,20260626.0,GOMEZ POLO ALEXANDER JUNIOR,LIMA,LIMA,LIMA,150101.0,67000.0,9576.0,19140.0,SOLES,20260707,20260707,2026-07-07,20260707,95716.0
513-PROINNOVATE-PAIM3-2022,MIPYME EMPRENDEDOR,PROGRAMA DE APOYO A LA INTERNACIONALIZACIÓN MODALIDAD III - CONSOLIDACIÓN DE LA ACTIVIDAD EXPORTADORA,2022,EXPORTACION DE CAFE GRANO VERDE ESPECIAL AL MERCADO AUSTRALIANO,20230201.0,20260706.0,ASOCIACION DE PRODUCTORES CAFETALEROS ALTO SAN IGNACIO,SAN IGNACIO,SAN IGNACIO,CAJAMARCA,60901.0,150000.0,37500.0,0.0,SOLES,20260707,20260707,2026-07-07,20260707,187500.0
514-FIDECOM-INNOVATEPERU-PIMEN-2015,FIDECOM,PIMEN,2015,"APLICATIVO Y MODELO PARA EL DISENO, CONSTRUCCION Y EVALUACION AUTOMATICA DE MODELOS PREDICTIVOS APLICADO A LA GESTION DE RIESGOS",20160205.0,20180504.0,KNOWLEDGE AND SYSTEMS PERU SOCIEDAD ANONIMA CERRADA,SANTIAGO DE SURCO,LIMA,LIMA,150140.0,111735.2,34771.2,77000.0,SOLES,20260105,05012026,2026-01-05,20260105,223506.4
514-INNOVATEPERU-EIN-2017,FOMITEC - PCSD,CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES,2017,TURUTA,20171102.0,20191001.0,VALENCIA ZAPATA ALEJANDRO,MAGDALENA DEL MAR,LIMA,LIMA,150120.0,55000.0,15714.28,7857.13,SOLES,20260105,05012026,2026-01-05,20260105,78571.41
514-INNOVATEPERU-PIEC2-2020,FINCYT III,PROYECTOS DE VALIDACIÓN DE LA INNOVACIÓN,2020,VALIDACION DE UN SISTEMA IOT PARA EL CONTROL DE CADENA DE FRIO EN INDUSTRIAS,20201228.0,20220428.0,TECNOLOGIA E INVERSIONES PERUANAS SOCIEDAD ANONIMA CERRADA,MIRAFLORES,LIMA,LIMA,150122.0,245285.0,102150.0,143300.0,SOLES,20260105,05012026,2026-01-05,20260105,490735.0
514-PROINNOVATE-EDI-2024,BID 4,EMPRENDIMIENTOS DINAMICOS,2024,QAYA CUERO: BIO MATERIALES CON ESCAMA DE PESCADO,20240808.0,20250808.0,QAYA CUERO DE PESCADO PERUANO E.I.R.L.,VILLA MARIA DEL TRIUNFO,LIMA,LIMA,150143.0,150000.0,21429.0,42857.0,SOLES,20260707,20260707,2026-07-07,20260707,214286.0
514-PROINNOVATE-EER1-2021,MIPYME EMPRENDEDOR,PROGRAMA EMERGENCIA EMPRESARIAL - MYPES REACTIVADAS - ALTERNATIVA 1,2021,REACTIVACION EMPRESARIAL DE LA MARCA DE MODA SOSTENIBLE ROCHI KAHN,20211215.0,20220815.0,SISAY PERU E.I.R.L,LA MOLINA,LIMA,LIMA,150114.0,35000.0,4467.0,7200.0,SOLES,20260105,05012026,2026-01-05,20260105,46667.0
514-PROINNOVATE-EIN-2023,BID 4,EMPRENDIMIENTOS INNOVADORES,2023,"GOVIERNA: PLATAFORMA ELEARNING DE ECONOMIA, FINANZAS Y GESTION PUBLICA.",20230705.0,20240405.0,ANASTACIO CLEMENTE YULINO CLEVER,AREQUIPA,AREQUIPA,AREQUIPA,40101.0,67000.0,10840.0,19156.0,SOLES,20260105,05012026,2026-01-05,20260105,96996.0
514-PROINNOVATE-IMTEMD-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DIGITALES,2025,ESTRATEGIA DE TRANSFORMACION DIGITAL PARA EL IMPULSO DE LA PRODUCTIVIDAD Y LA PROYECCION INTERNACIONAL DE BOTERIA NEGREIROS,20251003.0,20260703.0,NEGREIROS HANDMADE PERU S.A.C,SAN ISIDRO,LIMA,LIMA,150131.0,45000.0,10500.0,6700.0,SOLES,20260707,20260707,2026-07-07,20260707,62200.0
514-PROINNOVATE-INS-2022,FINCYT III,Startup Perú PLUG - Atracción de Emprendedores extranjeros,2022,CAREYOU: CUIDADO PREDICTIVO DE LA SALUD,20221225.0,20231025.0,CAREYOU SAC,SANTIAGO DE SURCO,LIMA,LIMA,150140.0,38000.0,11288.0,5000.0,DOLARES,20260105,05012026,2026-01-05,20260105,54288.0
515-FIDECOM-INNOVATEPERU-PIMEN-2015,FIDECOM,PIMEN,2015,SISTEMA DE ENTRENAMIENTO PARA LA PREVENCION DE RIESGOS EN INDUSTRIAS UTILIZANDO LA REALIDAD VIRTUAL,20160323.0,20190222.0,FREEKIMEDIA E.I.R.L.,LIMA,LIMA,LIMA,150101.0,147596.61,9406.78,9125.0,SOLES,20260105,05012026,2026-01-05,20260105,166128.38999999998
515-INNOVATEPERU-MD-2020,FINCYT III,MIPYME DIGITAL,2020,PRO IMPLANT HACIA LA DIGITALIZACION EMPRESARIAL COMO FACTOR DE EXITO PARA EL DESARROLLO DE LA PRODUCTIVIDAD Y COMPETITIVIDAD.,20201204.0,20210704.0,PRO IMPLANT SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - PROIMPLANT S.R.L.,TACNA,TACNA,TACNA,230101.0,55000.0,0.0,16666.67,SOLES,20260105,05012026,2026-01-05,20260105,71666.67
515-PROINNOVATE-EEMC-2021,MIPYME EMPRENDEDOR,PROGRAMA EMERGENCIA EMPRESARIAL - MIPYMES DE CALIDAD,2021,"IMPLEMENTACION Y CERTIFICACION DEL SISTEMA DE GESTION DE INOCUIDAD DE ALIMENTOS (SGIA) EN BASE A LA NORMA HACCP EN LA EMPRESA ""AGROTECH GROUP S.A.C.""",20211129.0,20221229.0,AGROTECH GROUP S.A.C.,CELENDIN,CELENDIN,CAJAMARCA,60301.0,35000.0,7066.07,7770.6,SOLES,20260105,05012026,2026-01-05,20260105,49836.67
515-PROINNOVATE-EIN-2023,BID 4,EMPRENDIMIENTOS INNOVADORES,2023,TITI:  PRODUCTOS SOSTENIBLES PARA MASCOTAS PRINCIPALMENTE EN BASE AL CAUCHO NATURAL SILVESTRE.,20230705.0,20240704.0,TITI BRANDEC S.A.C.,HUANCAYO,HUANCAYO,JUNIN,120101.0,67000.0,9644.71,19160.0,SOLES,20260105,05012026,2026-01-05,20260105,95804.70999999999
515-PROINNOVATE-EIN-2025,BID 4,EMPRENDIMIENTOS INNOVADORES,2025,CLARIA: PLATAFORMA INTELIGENTE PARA PREVENIR RIESGOS Y MULTAS LEGALES,20250926.0,20260626.0,ALVAREZ MERINO RODRIGO ENRIQUE,MIRAFLORES,LIMA,LIMA,150122.0,67000.0,9630.0,19136.0,SOLES,20260707,20260707,2026-07-07,20260707,95766.0
515-PROINNOVATE-EINCC-2024,BID 4,EMPRENDIMIENTOS INNOVADORES - PERÚ PRODUCE: INNOVACIÓN FRENTE AL CAMBIO CLIMÁTICO,2024,BLUME: PESCA SOSTENIBLE CON ROBOTICA E IA,20240911.0,20250810.0,CASTRO CAMPOS OSCAR MIGUEL,CALLAO,CALLAO,CALLAO,70101.0,67000.0,12510.0,18500.0,SOLES,20260707,20260707,2026-07-07,20260707,98010.0
515-PROINNOVATE-PAIM1-2022,MIPYME EMPRENDEDOR,PROGRAMA DE APOYO A LA INTERNACIONALIZACIÓN MODALIDAD I - EMPRENDEDOR EXPORTADOR,2022,"DESPEGUE COMERCIAL DE LA EMPRESA BOH GROUP S.A.C. CON CALZADO PARA CABALLEROS AL MERCADO CHILENO BAJO ESTANDARES DE DISENO, CALIDAD Y CONFORT.",20230915.0,20241215.0,BOH GROUP S.A.C.,EL PORVENIR,TRUJILLO,LA LIBERTAD,130102.0,69238.4,8500.0,0.0,SOLES,20250505,20250505,2025-05-05,20250505,77738.4
516-FIDECOM-INNOVATEPERU-CMCEI-2017,FIDECOM,MEJORA DE LA CALIDAD - INDIVIDUAL,2017,IMPLEMENTACION Y CERTIFICACION DE LA NORMA ISO 9001: 2015,20170921.0,20191220.0,FERRETERIA COMERCIAL PERUANA E I R LTDA,INDEPENDENCIA,HUARAZ,ANCASH,20105.0,39400.0,17100.0,22440.0,SOLES,20260105,05012026,2026-01-05,20260105,78940.0
516-FIDECOM-INNOVATEPERU-PIMEN-2015,FIDECOM,PIMEN,2015,"DESARROLLO DE SISTEMA DE ADMINISTRACION DE SEGUROS PARA ATENDER CANALES MODERNOS (WEB, BANCOS, RETAIL), PERMITIENDO REDUCIR COSTOS OPERATIVOS, MEJORAR EXPERIENCIA DE COMPRA Y AMPLIAR LA PENETRACION DE SEGUROS EN SEGMENTOS  ACTUALMENTE NO RENTABLES",20160318.0,20171129.0,SIMPLEX SOLUCIONES S.A.C.,SANTIAGO DE SURCO,LIMA,LIMA,150140.0,146649.32,43078.68,111000.0,SOLES,20260105,05012026,2026-01-05,20260105,300728.0
516-INNOVATEPERU-ADTC2-2020,FINCYT III,CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2,2020,"IMPLEMENTACION Y CERTIFICACION DEL SISTEMA INTEGRADO DE GESTION BASADO EN LAS NORMAS ISO 9001:2015 E ISO 45001:2018 PARA LA EMPRESA ""QUALIS TECHNOLOGY S.A.C.""",20201203.0,20211203.0,QUALIS TECHNOLOGY S.A.C.,SANTIAGO DE SURCO,LIMA,LIMA,150140.0,52067.0,0.0,15861.0,SOLES,20260105,05012026,2026-01-05,20260105,67928.0
516-PROINNOVATE-EEMD-2021,MIPYME EMPRENDEDOR,PROGRAMA EMERGENCIA EMPRESARIAL - MIPYMES DIGITALES,2021,"SISTEMATIZACION Y DIGITALIZACION DE LOS PROCESOS INTEGRADOS EN EL ENTORNO DE CONECTIVIDAD COLABORATIVA EN LA EMPRESA ""PROTECPACK S.A.C.""",20211130.0,20220930.0,PROTECPACK S.A.C.,MIRAFLORES,AREQUIPA,AREQUIPA,40110.0,34950.0,4450.0,7200.0,SOLES,20260105,05012026,2026-01-05,20260105,46600.0
516-PROINNOVATE-EIN-2025,BID 4,EMPRENDIMIENTOS INNOVADORES,2025,ESTRAFALARIO: SISTEMA DE TRAZABILIDAD Y CERTIFICACION TEXTIL EN PENALES DE MUJERES COMO ESTRATEGIA DE INNOVACION SOCIAL Y CIRCULAR,20251014.0,20260714.0,LUNGTA ERA S.A.C.,MIRAFLORES,LIMA,LIMA,150122.0,66999.15,9640.64,19080.0,SOLES,20260707,20260707,2026-07-07,20260707,95719.79
516-PROINNOVATE-EINCC-2024,BID 4,EMPRENDIMIENTOS INNOVADORES - PERÚ PRODUCE: INNOVACIÓN FRENTE AL CAMBIO CLIMÁTICO,2024,KAWAT: ALIMENTO PARA ANIMALES EN BASE A INSECTOS,20240820.0,20250520.0,KAWAT S.A.C.,NUEVA CAJAMARCA,RIOJA,SAN MARTIN,220804.0,67000.0,12000.0,16800.0,SOLES,20260707,20260707,2026-07-07,20260707,95800.0
516-PROINNOVATE-IMTEMC-2023,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DE CALIDAD,2023,"IMPLEMENTACION Y CERTIFICACION DE UN SISTEMA DE GESTION PARA ORGANIZACIONES EDUCATIVAS EN LA I.E.P. JUSTO JUEZ, CON LA FINALIDAD DE MEJORAR LA CALIDAD DE LOS SERVICIOS DE EDUCACION BASICA REGULAR (EBR) BRINDADOS",20230817.0,20240917.0,COLEGIO PARTICULAR JUSTO JUEZ,LLUTA,CAYLLOMA,AREQUIPA,40511.0,44999.0,10286.0,6857.0,SOLES,20231030,20231030,2023-10-30,20231030,62142.0
516-PROINNOVATE-PIEC1-2022,FINCYT III,PROYECTOS DE INNOVACIÓN EMPRESARIAL,2022,"DESARROLLO DE UN PROCESO DE TEXTURIZADO DE GERMEN DE TARA DESTANIFICADA REFORZADA CON COLORANTES NATURALES O HIERRO HEMO, COMO SUSTITUTO CARNICO ORIENTADA A UN MERCADO DE CONSUMIDORES VEGANOS O FLEXIVEGANOS ELABORADO POR LA EMPRESA EXANDAL",20221221.0,20230921.0,EXANDAL S.A.,PUENTE PIEDRA,LIMA,LIMA,150125.0,266589.75,79998.25,57940.0,SOLES,20260105,05012026,2026-01-05,20260105,404528.0
517-FIDECOM-INNOVATEPERU-PIMEN-2015,FIDECOM,PIMEN,2015,"DESARROLLO DE UN PROTOTIPO DE MAQUINA CHANCADORA QUE DE UNIFORMIDAD Y SUAVIDAD AL TEJIDO, DEL SOMBRERO DE PAJA TOQUILLA, Y LA CARECTIZACION DE SU PROCESO",20160212.0,20180211.0,ASOCIACION DE ARTESANAS DEL CASERIO PEDREGAL CHICO NARIWALAC,CATACAOS,PIURA,PIURA,200105.0,149691.54,12799.83,30750.0,SOLES,20260105,05012026,2026-01-05,20260105,193241.37
517-INNOVATEPERU-ADTC2-2020,FINCYT III,CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2,2020,IMPLEMENTACION Y CERTIFICACION DE LA NORMA ISO 45001:2018,20201202.0,20220901.0,TECNOLOGIA Y SERVICIOS CALIFICADOS SAC,SANTIAGO DE SURCO,LIMA,LIMA,150140.0,54995.0,0.0,16665.0,SOLES,20260105,05012026,2026-01-05,20260105,71660.0
517-INNOVATEPERU-EIN-2017,FOMITEC - PCSD,CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES,2017,IGUA,20171201.0,20191009.0,"DELGADO SCHILZ, STEFANIE URSULA",BARRANCO,LIMA,LIMA,150104.0,34100.0,9748.57,4872.06,SOLES,20260105,05012026,2026-01-05,20260105,48720.63
517-PROINNOVATE-EER1-2021,MIPYME EMPRENDEDOR,PROGRAMA EMERGENCIA EMPRESARIAL - MYPES REACTIVADAS - ALTERNATIVA 1,2021,"MEJORA DEL DISENO Y PRODUCTO, NIVEL DE PRODUCTIVIDAD, REDUCCION DE MERMAS Y MARKETING DIGITAL ENFOCADOS A LA PRODUCCION TEXTIL",20211220.0,20221220.0,SILLOCCA PFOCCORI ROSA,CAYMA,AREQUIPA,AREQUIPA,40103.0,35000.0,4466.67,7200.0,SOLES,20260105,05012026,2026-01-05,20260105,46666.67
517-PROINNOVATE-EIN-2023,BID 4,EMPRENDIMIENTOS INNOVADORES,2023,AVIRU: DISPOSITIVO ELECTRONICO QUE ASISTE A LOS CONDUCTORES DE CARGA PESADA EN RUTA CON ALERTAS DE VOZ,20230714.0,20240414.0,CASTILLO SOTELO BRUNO ADOLFO,AREQUIPA,AREQUIPA,AREQUIPA,40101.0,67000.0,10073.0,18830.0,SOLES,20260105,05012026,2026-01-05,20260105,95903.0
517-PROINNOVATE-IMTEMD-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DIGITALES,2025,"DISENO E IMPLEMENTACION DE UN SISTEMA DIGITAL INTEGRAL PARA LA GESTION OPERATIVA, FINANCIERA Y DE INVENTARIOS, ORIENTADO A OPTIMIZAR LA RENTABILIDAD EMPRESARIAL DE INGEPEL PERU SAC",20250822.0,20260722.0,"INGENIERIA, GESTION Y PROYECTOS ELECTRICOS PERU S.A.C. - INGEPEL PERU S.A.C.",SAN MIGUEL,LIMA,LIMA,150136.0,45000.0,10285.71,6857.14,SOLES,20260707,20260707,2026-07-07,20260707,62142.85
517-PROINNOVATE-PAIM2-2022,MIPYME EMPRENDEDOR,PROGRAMA DE APOYO A LA INTERNACIONALIZACIÓN MODALIDAD II - POTENCIAMIENTO DE LAS EXPORTACIONES,2022,INTERNACIONALIZACION DEL CAFE ORO DE LA COOPERATIVA AGRARIA CAFETALERA PERU ANDINO A ESTADOS UNIDOS,20221222.0,20240802.0,COOPERATIVA AGRARIA CAFETALERA PERU ANDINO,JAEN,JAEN,CAJAMARCA,60801.0,89999.9,10000.1,0.0,SOLES,20260707,20260707,2026-07-07,20260707,100000.0
518-FIDECOM-INNOVATEPERU-CMCRA-2017,FIDECOM,MEJORA DE LA CALIDAD - RENOVACIONES Y ACTUALIZACIONES,2017,MIGRACION DE UN SISTEMA DE GESTION DE LA CALIDAD A LA NUEVA VERSION DE LA NORMA ISO 9001:2015,20170920.0,20181220.0,INDUSTRIAL YALE DEL PERU S.A.C.,LURIGANCHO,LIMA,LIMA,150118.0,17015.0,10715.0,10230.0,SOLES,20260105,05012026,2026-01-05,20260105,37960.0
518-FIDECOM-INNOVATEPERU-PIMEN-2015,FIDECOM,PIMEN,2015,RED MEDICA INFORMATICA DE TELEMEDICINA OFTALMOLOGICA CON PROTOCOLOS DE ATENCION ESPECIALIZADOS PARA PATOLOGIAS OCULARES DE ALTURA,20160115.0,20181014.0,CLINICA OFTALMOLOGICA DEL CENTRO DEL PERU EIRL.,EL TAMBO,HUANCAYO,JUNIN,120114.0,149368.29,20822.05,24000.0,SOLES,20260105,05012026,2026-01-05,20260105,194190.34
518-INNOVATEPERU-MD-2020,FINCYT III,MIPYME DIGITAL,2020,DESARROLLO E IMPLEMENTACION DE UNA SOLUCION DIGITAL QUE INTEGRE LOS PROCESOS PARA MEJORAR LA GESTION DE LAS DIVERSAS AREAS DE LA EMPRESA CHIU HERMANOS SRL.,20201207.0,20211006.0,CHIU HERMANOS S R LTDA,CALLERIA,CORONEL PORTILLO,UCAYALI,250101.0,55000.0,0.0,16666.67,SOLES,20260105,05012026,2026-01-05,20260105,71666.67
518-PROINNOVATE-EER1-2021,MIPYME EMPRENDEDOR,PROGRAMA EMERGENCIA EMPRESARIAL - MYPES REACTIVADAS - ALTERNATIVA 1,2021,FORTALECIMIENTO DE LA LINEA DE CALZADO GOODYEAR WELT A PARTIR DE MEJORAS PRODUCTIVAS EN EL PROCESO DE PRODUCCION DE CALZADO COMO ESTRATEGIA PARA EL DESPEGUE COMERCIAL DEL CALZADO PERUANO.,20211202.0,20221202.0,PLASENCIA UCEDA RUT NOEMI,LA ESPERANZA,SANTA CRUZ,CAJAMARCA,61305.0,32499.0,3633.0,7200.0,SOLES,20260105,05012026,2026-01-05,20260105,43332.0
518-PROINNOVATE-PAIM2-2022,MIPYME EMPRENDEDOR,PROGRAMA DE APOYO A LA INTERNACIONALIZACIÓN MODALIDAD II - POTENCIAMIENTO DE LAS EXPORTACIONES,2022,PLAN DE INTERNACIONALIZACION DE POLVO DEL TARWI EN DIFERENTES PRESENTACIONES PARA EL MERCADO ESTADOUNIDENSE,20230201.0,20241023.0,TARWICORP SAC,SAN MIGUEL,LIMA,LIMA,150136.0,90000.0,10804.53,0.0,SOLES,20260105,05012026,2026-01-05,20260105,100804.53
518-PROINNOVATE-PIEC1-2023,BID 4,PROYECTOS DE INNOVACIÓN EMPRESARIAL,2023,IMPLEMENTACION Y VALIDACION DEL PROCESO ECOLOGICO DE RECUPERACION DE ORO APLICANDO LA PATENTE US5927508 EN MINERIA ARTESANAL Y DE PEQUENA ESCALA DE LA REGION DE MADRE DE DIOS,20230706.0,20250106.0,ASOCIACION PERUANA CANADIENSE AYUDA QUE VALE ORO,CHACLACAYO,LIMA,LIMA,150107.0,155060.4,40937.6,115100.0,SOLES,20260105,05012026,2026-01-05,20260105,311098.0
519-FIDECOM-INNOVATEPERU-CMCEI-2017,FIDECOM,MEJORA DE LA CALIDAD - INDIVIDUAL,2017,IMPLEMENTACION DE LA NORMA OHSAS 18001 PARA LA MEJORA DE LOS PROCESOS EN SEGURIDAD Y SALUD OCUPACIONAL DE MECANOGRUAS S.A.C.,20170919.0,20190819.0,MECANOGRUAS S.A.C.,ATE,LIMA,LIMA,150103.0,25493.38,8556.73,17000.0,SOLES,20260105,05012026,2026-01-05,20260105,51050.11
519-FIDECOM-INNOVATEPERU-PVE-2015,FIDECOM,VALIDACIÓN Y EMPAQUETAMIENTO DE INNOVACIONES,2015,VALIDACION Y EMPAQUETAMIENTO DEL SISTEMA DE DETECCION TEMPRANA DE ENFERMEDADES EN CULTIVOS DE AGRO EXPORTACION MEDIANTE SENSORAMIENTO REMOTO MULTI-ESPECTRAL. DETECCION TEMPRANA DE OIDIO (ERISYPHE NECATOR) Y/O MILDIU (PLASMOPERA VITICULA),20151224.0,20171123.0,ECOSOLUTION S.A.C,MIRAFLORES,AREQUIPA,AREQUIPA,40110.0,295700.0,61465.0,49200.0,SOLES,20260105,05012026,2026-01-05,20260105,406365.0
519-INNOVATEPERU-ADTC2-2020,FINCYT III,CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2,2020,OBTENCION DEL CERTIFICADO HACCP PARA LA LINEA DE FONDOS DE ALCACHOFA DE LA EMPRESA PRODUCCIONES ISABELITA E.I.R.L.,20201217.0,20220629.0,PRODUCCIONES ISABELITA E.I.R.L.,SANTIAGO DE SURCO,LIMA,LIMA,150140.0,55000.0,0.0,16666.67,SOLES,20260105,05012026,2026-01-05,20260105,71666.67
519-PROINNOVATE-EER1-2021,MIPYME EMPRENDEDOR,PROGRAMA EMERGENCIA EMPRESARIAL - MYPES REACTIVADAS - ALTERNATIVA 1,2021,"MEJORA DE LOS PROCESOS ORGANIZACIONALES, PARA LOGRAR LA REACTIVACION ECONOMICA DEL NEGOCIO ""YEPEZ DE TANAKA AMANDA"" EN CUSCO.",20211203.0,20221203.0,YEPEZ DE TANAKA AMANDA,CUSCO,CUSCO,CUSCO,80101.0,35000.0,7066.67,4600.0,SOLES,20260105,05012026,2026-01-05,20260105,46666.67
519-PROINNOVATE-EIN-2023,BID 4,EMPRENDIMIENTOS INNOVADORES,2023,ECOMACHINE: EQUIPO AUTOMATIZADO Y PATENTADO PARA LA EXTRACCION DE ACEITE ESENCIAL Y BIOETANOL ASISTIDO POR ULTRASONIDO.,20230705.0,20240405.0,ASESORAMIENTO Y CONSULTORIA CORPORACION ECOLOGICA DE INNOVACION SOCIEDAD COMERCIAL DE RESPONSABILIDA,PILLCO MARCA,HUANUCO,HUANUCO,100111.0,67000.0,9571.43,19142.86,SOLES,20260105,05012026,2026-01-05,20260105,95714.29
519-PROINNOVATE-IMTEMD-2025,BID 4,PROGRAMA DE INNOVACIÓN MODERNIZACIÓN TECNOLÓGICA Y EMPRENDIMIENTO - MIPYMES DIGITALES,2025,OPTIMIZACION DE LAS OPERACIONES DE LAS UNIDADES B2B Y B2C DE VENTA DE SERVICIO TECNICO Y DE EQUIPOS DE COMPUTO DE COSEINCO SAC A TRAVES DE LA IMPLEMENTACION DE TECNOLOGIAS DIGITALES.,20251118.0,20260918.0,COMPANIA DE SERVICIOS INTEGRALES EN COMPUTO S.A.,LA VICTORIA,LIMA,LIMA,150115.0,40000.0,15285.71,6857.14,SOLES,20260707,20260707,2026-07-07,20260707,62142.85
519-PROINNOVATE-PAIM2-2022,MIPYME EMPRENDEDOR,PROGRAMA DE APOYO A LA INTERNACIONALIZACIÓN MODALIDAD II - POTENCIAMIENTO DE LAS EXPORTACIONES,2022,INCREMENTO DE LA OFERTA EXPORTABLE DE CAFES ESPECIALES CON CERTIFICACION ORGANICA DE LA ASOCIACION DE PRODUCTORES AGROPECUARIOS CAFE SOLIDARIO HACIA EL MERCADO DE ESTADOS UNIDOS,20230408.0,20250407.0,ASOCIACION DE PRODUCTORES AGROPECUARIOS CAFE SOLIDARIO,JAEN,JAEN,CAJAMARCA,60801.0,89910.0,9990.0,0.0,SOLES,20260707,20260707,2026-07-07,20260707,99900.0
520-FIDECOM-INNOVATEPERU-PIMEN-2015,FIDECOM,PIMEN,2015,"APLICACION MOVIL CON SERVICIO INFORMATIVO PERSONALIZADO Y GEOLOCALIZADO  SOBRE TODAS LAS ACTIVIDADES DE ENTRETENIMIENTO (CULTURA, OCIO, ESPECTACULOS Y DEPORTE) DISPONIBLES EN LOS DISTRITOS DE LIMA, JESUS MARIA, MIRAFLORES, SAN ISIDRO Y BARRANCO",20151224.0,20170629.0,IMAGINACCION MEDIALAB SOCIEDAD ANONIMA,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,70101.0,149764.41,69875.59,119700.0,SOLES,20260105,05012026,2026-01-05,20260105,339340.0
520-INNOVATEPERU-ADTC2-2020,FINCYT III,CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÓGICOS - MIPYME PRODUCTIVA - CATEGORÍA 2,2020,"PLAN DE MEJORA DE LA CALIDAD CON LA IMPLEMENTACION Y CERTIFICACION DE LA NORMA ISO 9001:2015 EN LA EMPRESA ""PCYM PROYECTOS CONSTRUCCION Y MAQUINARIA E.I.R.L.""",20201202.0,20220501.0,PCYM PROYECTOS CONSTRUCCION Y MAQUINARIA E.I.R.L.,CERRO COLORADO,AREQUIPA,AREQUIPA,40104.0,55000.0,0.0,16666.67,SOLES,20260105,05012026,2026-01-05,20260105,71666.67
520-PROINNOVATE-EER1-2021,MIPYME EMPRENDEDOR,PROGRAMA EMERGENCIA EMPRESARIAL - MYPES REACTIVADAS - ALTERNATIVA 1,2021,"DIAGNOSTICO Y ADAPTACION TECNOLOGICA PARA LA MEJORA DE LOS PROCESOS INTERNOS ORIENTADO A LA REACTIVACION EMPRESARIAL DEL TRANSPORTE FLUVIAL ""LUCERO CASTRO"", UBICADO EN PUERTO MALDONADO, MADRE DE DIOS",20211223.0,20221223.0,CASTRO TELLO FRANCIS LUCERO,LAS PIEDRAS,TAMBOPATA,MADRE DE DIOS,170103.0,34995.0,4465.0,7200.0,SOLES,20231030,20231030,2023-10-30,20231030,46660.0
520-PROINNOVATE-EIN-2023,BID 4,EMPRENDIMIENTOS INNOVADORES,2023,"BILDIN, SAAS QUE PERMITE A LOS CONSTRUCTORES GESTIONAR EL RECURSO DE MANO DE OBRA EN SUS PROYECTOS",20230727.0,20240427.0,GAMARRA CASALINO ANA PAULA,SAN ISIDRO,LIMA,LIMA,150131.0,48000.0,7200.0,14000.0,SOLES,20260105,05012026,2026-01-05,20260105,69200.0
